ID_UC_G0,GC_UCN_MAI_2025,GC_UCN_LIS_2025,GC_CNT_GAD_2025,GC_CNT_UNN_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,GC_PLS_SCR_2025,GC_UCB_YOB_2025,GC_UCB_YOD_2025,GC_UCM_CAP
10034,Tiruvannamalai,Tiruvannamalai,India,India,37,322068.8962,Lower Middle,Central and Southern Asia,High,1975,2030,0
10035,Litang,Litang,China,China,15,65377.82421,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10036,Captainganj,Captainganj,India,India,12,65899.72673,Lower Middle,Central and Southern Asia,High,2005,2030,0
10037,Xinshao,Xinshao,China,China,22,95968.47175,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10038,Jaggayyapeta,Jaggayyapeta,India,India,9,60625.1169,Lower Middle,Central and Southern Asia,High,1990,2030,0
10039,Lingchuan,Lingchuan,China,China,14,75848.29368,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10040,Polur,Polur,India,India,7,62762.75771,Lower Middle,Central and Southern Asia,High,1995,2030,0
10041,Shaoyang,Shaoyang; Shuangqing; Beita; Daxiang,China,China,71,480290.4264,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10042,Khadda,Khadda,India,India,16,73811.19191,Lower Middle,Central and Southern Asia,High,1995,2030,0
10043,Weishan,Weishan,China,China,38,123555.7913,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10044,Yellandu,Yellandu,India,India,10,77204.71574,Lower Middle,Central and Southern Asia,High,1975,2030,0
10045,Shaoyang,Shaoyang,China,China,18,95963.15902,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10046,Tirupati,Tirupati,India,India,75,482025.2292,Lower Middle,Central and Southern Asia,High,1975,2030,0
10047,Jixian,Jixian,China,China,23,89441.37752,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10048,Hata,Hata,India,India,57,166629.4543,Lower Middle,Central and Southern Asia,High,2000,2030,0
10049,Mengyin,Mengyin,China,China,39,133831.5878,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10050,Pudukkottai,Pudukkottai; Pudukkottai (North); Pudukkottai (South),India,India,24,192842.2811,Lower Middle,Central and Southern Asia,High,1975,2030,0
10051,Yongcheng,Yongcheng,China,China,58,334148.2745,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10052,Karaikudi,Karaikudi,India,India,26,181456.603,Lower Middle,Central and Southern Asia,High,1975,2030,0
10053,Hanchuan,Hanchuan,China,China,89,508039.93,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
10054,Mathia Alam,-,India,India,37,64075.09533,Lower Middle,Central and Southern Asia,High,2025,2030,0
10055,Dongfeng,Dongfeng,China,China,11,54678.19406,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10056,Muhammadabad Gohna,Muhammadabad Gohna,India,India,47,173771.6099,Lower Middle,Central and Southern Asia,High,1975,2030,0
10058,Manendragarh,Manendragarh,India,India,9,55476.93068,Lower Middle,Central and Southern Asia,High,1990,2030,0
10060,Ranipet,Ranipet; Arcot; Melvisharam; Walajapet; Karai; Lalapet,India,India,73,305836.5848,Lower Middle,Central and Southern Asia,High,1975,2030,0
10061,Qinzhou,Qinzhou,China,China,36,193677.8218,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
10062,Patharhat,Patharhat,India,India,28,78211.89044,Lower Middle,Central and Southern Asia,High,2020,2030,0
10063,Shanting,Shanting,China,China,20,63463.7212,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10064,Narasaraopet,Narasaraopet,India,India,15,168194.0346,Lower Middle,Central and Southern Asia,High,1975,2030,0
10065,Fujin,Fujin,China,China,37,263095.3392,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10066,Rudrapur,Rudrapur,India,India,11,66325.47714,Lower Middle,Central and Southern Asia,High,2000,2030,0
10067,Shuangyashan,Shuangyashan; Jianshan,China,China,49,224673.4749,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10068,Waidhan,Waidhan,India,India,84,354935.883,Lower Middle,Central and Southern Asia,High,1975,2030,0
10069,Wafangdian,Wafangdian,China,China,31,319394.3383,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10070,Arani,Arani,India,India,23,178013.7545,Lower Middle,Central and Southern Asia,High,1975,2030,0
10071,Guangshan,Guangshan,China,China,22,93744.60401,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10072,Devakottai,Devakottai,India,India,10,73565.01521,Lower Middle,Central and Southern Asia,High,1975,2030,0
10073,Weifang,Weifang; Fangzi; Kuiwen; Weifang High-tech Industrial Development Zone; Hanting; Weicheng,China,China,235,961427.8535,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10074,Raipur,Raipur,India,India,173,1528592.487,Lower Middle,Central and Southern Asia,High,1975,2030,0
10075,Huangchuan,Huangchuan,China,China,37,154119.7036,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10076,Singrauli,Singrauli,India,India,10,55672.82139,Lower Middle,Central and Southern Asia,High,1975,2030,0
10077,Makou,Makou,China,China,15,137727.6572,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
10078,Tirukkovilur,Tirukkovilur,India,India,21,106672.601,Lower Middle,Central and Southern Asia,High,1980,2030,0
10079,Zaozhuang,Zaozhuang; Xuecheng District,China,China,58,200465.4255,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
10080,Siltara,Siltara,India,India,24,102966.3594,Lower Middle,Central and Southern Asia,High,2010,2030,0
10081,Huanan,Huanan,China,China,15,71839.98503,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10082,Sattenapalle,Sattenapalle,India,India,9,73077.82413,Lower Middle,Central and Southern Asia,High,1985,2030,0
10083,Qingyuan,Qingyuan,China,China,10,66444.19026,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10084,Jakhania,Jakhania,India,India,40,75307.76067,Lower Middle,Central and Southern Asia,High,2025,2030,0
10085,Taozhuang,Taozhuang,China,China,14,62335.50704,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
10086,Venkatagiri,Venkatagiri,India,India,11,61427.91542,Lower Middle,Central and Southern Asia,High,2005,2030,0
10087,Xing'an,Xing'an,China,China,14,85196.51643,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10088,Ghosi,Ghosi,India,India,18,91629.38231,Lower Middle,Central and Southern Asia,High,1995,2030,0
10089,Panshi,Panshi,China,China,15,104053.0094,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10090,Nandigama,Nandigama,India,India,6,56642.17062,Lower Middle,Central and Southern Asia,High,2000,2030,0
10091,Guoyang,Guoyang,China,China,34,131797.6165,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10092,Ariyalur,Ariyalur,India,India,12,65307.82585,Lower Middle,Central and Southern Asia,High,2000,2030,0
10093,Loudi,Loudi; Louxing,China,China,64,686965.3002,Upper Middle,Eastern and South-Eastern Asia,High,1980,2030,0
10094,Kandukur,Kandukur,India,India,9,65762.96875,Lower Middle,Central and Southern Asia,High,2000,2030,0
10095,赵家沟,赵家沟,China,China,26,134946.9308,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10096,Chirimiri,Chirimiri,India,India,10,57331.4685,Lower Middle,Central and Southern Asia,High,1985,2030,0
10098,Ramanathapuram,Ramanathapuram,India,India,18,151510.4486,Lower Middle,Central and Southern Asia,High,1980,2030,0
10099,Fuyang,Fuyang; Yingzhou; Yingquan; Yingdong,China,China,199,1026178.734,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10100,Bagaha,Bagaha,India,India,33,143454.4391,Lower Middle,Central and Southern Asia,High,2005,2030,0
10101,Yueyang,Yueyang; Yueyanglou,China,China,133,830338.0973,Upper Middle,Eastern and South-Eastern Asia,High,1980,2030,0
10102,Deoria,Deoria,India,India,67,553936.0921,Lower Middle,Central and Southern Asia,High,1975,2030,0
10103,Huaibin,Huaibin,China,China,29,95623.94674,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10104,Ongole,Ongole,India,India,26,244577.7045,Lower Middle,Central and Southern Asia,High,1975,2030,0
10105,Changyi,Changyi,China,China,84,400489.5285,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
10106,Padrauna,Padrauna,India,India,112,358500.9629,Lower Middle,Central and Southern Asia,High,1975,2030,0
10107,Shaodong,Shaodong,China,China,21,173053.8403,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10108,Kushinagar,Kushinagar,India,India,30,142862.5428,Lower Middle,Central and Southern Asia,High,1995,2030,0
10109,Benxi Manchu Autonomous County,Benxi Manchu Autonomous County,China,China,14,75669.60604,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10110,Mau,Mau,India,India,58,472584.7236,Lower Middle,Central and Southern Asia,High,1975,2030,0
10111,Pulandian,Pulandian,China,China,35,161209.6775,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10112,Anpara,Anpara,India,India,24,121080.9269,Lower Middle,Central and Southern Asia,High,1975,2030,0
10113,Dalian,Dalian; Ganjingzi; Shahekou; Zhongshan; Xigang; Jinzhou,China,China,516,3599519.205,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10114,Chilakaluripet,Chilakaluripet,India,India,21,148375.9702,Lower Middle,Central and Southern Asia,High,1975,2030,0
10115,Funan,Funan,China,China,29,128555.0011,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10116,Kopaganj,Kopaganj,India,India,7,55496.15444,Lower Middle,Central and Southern Asia,High,2000,2030,0
10117,Wuxuan,Wuxuan,China,China,13,54239.76106,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10118,Tilda Neora,Tilda Neora,India,India,9,65594.32741,Lower Middle,Central and Southern Asia,High,2005,2030,0
10119,Honghu,Honghu,China,China,20,94562.5022,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10120,Nagari,Nagari,India,India,15,82989.25248,Lower Middle,Central and Southern Asia,High,1990,2030,0
10121,Meihekou,Meihekou,China,China,33,223906.4081,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10122,Aranthangi,Aranthangi,India,India,12,78927.99188,Lower Middle,Central and Southern Asia,High,2000,2030,0
10123,凤凰山办事处,凤凰山办事处; Caidian,China,China,19,146090.5526,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
10124,Chandauli,Chandauli,India,India,15,58385.16676,Lower Middle,Central and Southern Asia,High,2020,2030,0
10125,市中区,市中区,China,China,108,444791.1128,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10126,Thiruvaiyaru,Thiruvaiyaru,India,India,9,65100.423,Lower Middle,Central and Southern Asia,High,2000,2030,0
10127,Huaibei,Huaibei; Xiangshan; Lieshan; Duji District; Suixi,China,China,167,886633.6337,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10128,Barhaj,Barhaj,India,India,10,50536.10502,Lower Middle,Central and Southern Asia,High,2005,2030,0
10129,Xiaoxian,Xiaoxian,China,China,29,136756.6948,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10130,Dhamtari,Dhamtari,India,India,25,144194.8908,Lower Middle,Central and Southern Asia,High,1975,2030,0
10131,Wuhan,Wuhan; Hongshan; Hanyang District; Wuchang District; Dongxihu District; Qiaokou District; Jianghan District; Jiang'an District; Qingshan District,China,China,772,8079484.041,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10132,Thanjavur,Thanjavur,India,India,59,437548.5485,Lower Middle,Central and Southern Asia,High,1975,2030,0
10133,Dong'an,Dong'an,China,China,15,89673.58886,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10134,Kothagudem,Kothagudem,India,India,14,133324.2342,Lower Middle,Central and Southern Asia,High,1975,2030,0
10135,Hengzhou,Hengzhou,China,China,25,140434.7445,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10136,Ulundurpettai,Ulundurpettai,India,India,6,51558.23367,Lower Middle,Central and Southern Asia,High,2015,2030,0
10137,Hong'an,Hong'an,China,China,22,122136.0302,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10138,Robertsganj,Robertsganj,India,India,15,151224.5923,Lower Middle,Central and Southern Asia,High,1980,2030,0
10139,Xinxian,Xinxian,China,China,13,63094.70067,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10140,Sri Kalahasti,Sri Kalahasti,India,India,11,93728.03894,Lower Middle,Central and Southern Asia,High,1975,2030,0
10141,Feixian,Feixian,China,China,37,159716.6837,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10142,Chakia,Chakia,India,India,7,55188.26371,Lower Middle,Central and Southern Asia,Medium,2000,2030,0
10143,Xuzhou,Xuzhou; Quanshan; Gulou; Tongshan; Yunlong,China,China,258,1310474.558,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10144,Bhatapara,Bhatapara,India,India,14,110892.7846,Lower Middle,Central and Southern Asia,High,1980,2030,0
10145,Quanzhou,Quanzhou,China,China,9,66213.80024,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10146,Dalla,Dalla; Obra,India,India,32,243813.8446,Lower Middle,Central and Southern Asia,High,1975,2030,0
10147,Huangpi,Huangpi,China,China,19,140026.0948,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10148,Tiruttani,Tiruttani,India,India,9,86832.71897,Lower Middle,Central and Southern Asia,High,2000,2030,0
10149,Panlongcheng Economic Development Zone,Panlongcheng Economic Development Zone,China,China,19,93519.53065,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
10150,Giingee,Giingee,India,India,6,75729.94281,Lower Middle,Central and Southern Asia,High,1995,2030,0
10151,Yueyang,Yueyang,China,China,13,120187.8616,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10152,Ayyampettai,Ayyampettai,India,India,10,90144.8198,Lower Middle,Central and Southern Asia,High,1995,2030,0
10153,Baoshan,Baoshan,China,China,13,66211.53396,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10154,Kavali,Kavali,India,India,9,105576.9774,Lower Middle,Central and Southern Asia,High,1985,2030,0
10155,Jiaohe,Jiaohe,China,China,18,131614.0257,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10156,Bajar Keraia,-,India,India,34,75628.03835,Lower Middle,Central and Southern Asia,Medium,2020,2030,0
10157,Ningxiang,Ningxiang,China,China,46,155812.5595,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10158,Dudahi,Dudahi,India,India,90,215125.5795,Lower Middle,Central and Southern Asia,High,2010,2030,0
10159,Guigang,Guigang; Gangbei; Gangnan,China,China,56,261421.7151,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
10160,Bilaspur,Bilaspur,India,India,83,789908.6022,Lower Middle,Central and Southern Asia,High,1975,2030,0
10161,Lixin,Lixin,China,China,28,114672.8408,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10162,Palwancha,Palwancha,India,India,24,113484.3012,Lower Middle,Central and Southern Asia,High,1975,2030,0
10163,Longgang,Longgang,China,China,55,114397.8753,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10164,Ghazipur,Ghazipur,India,India,97,489731.4234,Lower Middle,Central and Southern Asia,High,1975,2030,0
10165,Baiyun,Baiyun,China,China,15,123715.2829,Upper Middle,Eastern and South-Eastern Asia,Medium,1975,2030,0
10166,Virudhachalam,Virudhachalam,India,India,11,111566.2292,Lower Middle,Central and Southern Asia,High,1985,2030,0
10167,Huinan,Huinan,China,China,15,101292.2166,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10168,Gudur,Gudur,India,India,10,82851.99565,Lower Middle,Central and Southern Asia,High,1980,2030,0
10169,Anqiu,Anqiu,China,China,126,784572.4162,Upper Middle,Eastern and South-Eastern Asia,High,1980,2030,0
10170,Tiruvetipuram,Tiruvetipuram,India,India,13,103115.6512,Lower Middle,Central and Southern Asia,High,1985,2030,0
10171,峄城区,峄城区,China,China,19,72635.39943,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10172,Papanasam,Papanasam,India,India,10,66131.10313,Lower Middle,Central and Southern Asia,High,1995,2030,0
10173,Xiangyin,Xiangyin,China,China,22,194006.9838,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10174,Shankarpur,Shankarpur,India,India,22,55970.35939,Lower Middle,Central and Southern Asia,High,2020,2030,0
10175,Lingshan,Lingshan,China,China,46,180563.0469,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10176,Guntur,Guntur,India,India,77,835293.2104,Lower Middle,Central and Southern Asia,High,1975,2030,0
10177,Laizhou,Laizhou,China,China,62,279120.3299,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
10178,Nellore,Nellore,India,India,92,692502.124,Lower Middle,Central and Southern Asia,High,1975,2030,0
10179,Lipu,Lipu,China,China,13,60361.12641,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10180,Arakkonam,Arakkonam,India,India,21,149921.2903,Lower Middle,Central and Southern Asia,High,1975,2030,0
10181,Hannan District,Hannan District,China,China,28,87046.73197,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
10182,Moradih,-,India,India,16,57322.32225,Lower Middle,Central and Southern Asia,Low,2020,2030,0
10183,Yishui,Yishui,China,China,68,226795.4017,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10184,Patherwa,Patherwa; Fazilnagar,India,India,78,168216.9932,Lower Middle,Central and Southern Asia,High,2020,2030,0
10185,Shuangfeng,Shuangfeng,China,China,18,83274.4614,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10186,Barwa Rajapakar,-,India,India,22,53181.27052,Lower Middle,Central and Southern Asia,Medium,2020,2030,0
10187,Xiuyan,Xiuyan,China,China,15,79376.47044,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10188,Salempur,Salempur,India,India,24,126841.5531,Lower Middle,Central and Southern Asia,High,1995,2030,0
10189,Miluo,Miluo,China,China,79,402573.7158,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
10190,Viluppuram,Viluppuram,India,India,41,360141.1706,Lower Middle,Central and Southern Asia,High,1975,2030,0
10191,Yongzhou,Yongzhou; Lengshuitan,China,China,54,416167.6339,Upper Middle,Eastern and South-Eastern Asia,High,1985,2030,0
10192,Zamania,Zamania,India,India,17,55493.08229,Lower Middle,Central and Southern Asia,High,2025,2030,0
10193,Yinan,Yinan,China,China,44,140795.1902,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10194,Chirala,Chirala; Vetapalem,India,India,30,221774.8223,Lower Middle,Central and Southern Asia,High,1975,2030,0
10195,Jiawang,Jiawang,China,China,38,94943.23202,Upper Middle,Eastern and South-Eastern Asia,High,1980,2030,0
10196,Vandavasi,Vandavasi,India,India,10,71882.74289,Lower Middle,Central and Southern Asia,High,1990,2030,0
10197,Yuyue,Yuyue,China,China,15,97496.31287,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10198,Ramnagar,Ramnagar,India,India,11,76284.04182,Lower Middle,Central and Southern Asia,High,2000,2030,0
10199,Linyi,Linyi; Linyi National High-Tech Zone; Luozhuang; Lanshan; Yihe New Area; Hedong,China,China,829,1555397.381,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10200,Belthara Road,Belthara Road,India,India,12,65903.42505,Lower Middle,Central and Southern Asia,High,1995,2030,0
10201,Wangcheng,Wangcheng,China,China,15,67832.63127,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10202,Renukoot,Renukoot,India,India,16,115429.3366,Lower Middle,Central and Southern Asia,High,1975,2030,0
10203,Xinjia,Xinjia; Donglai; Dongjiang,China,China,47,167513.8585,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
10204,Kumbakonam,Kumbakonam,India,India,44,390431.4505,Lower Middle,Central and Southern Asia,High,1975,2030,0
10205,Liuhe,Liuhe,China,China,13,75036.92654,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10206,Rajim,Rajim,India,India,16,121885.6162,Lower Middle,Central and Southern Asia,High,1975,2030,0
10207,Gushi,Gushi,China,China,44,188007.044,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10208,Kanchipuram,Kanchipuram,India,India,40,378595.3328,Lower Middle,Central and Southern Asia,High,1975,2030,0
10209,Zijingshan,Zijingshan; Dengzhou; Penglaige,China,China,37,110485.6196,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
10210,Neyveli Township,Neyveli Township,India,India,24,80813.49363,Lower Middle,Central and Southern Asia,High,2005,2030,0
10211,Mengcheng,Mengcheng,China,China,39,120364.7664,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10212,Tamkuhi Raj,Tamkuhi Raj; Dhuria Emiliya,India,India,125,352899.473,Lower Middle,Central and Southern Asia,High,1975,2030,0
10213,Zhengdian,Zhengdian; Shidong; Zhifang,China,China,30,240168.4162,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10214,Rank,-,India,India,11,71867.82006,Lower Middle,Central and Southern Asia,High,2010,2030,0
10215,Xiangxiang,Xiangxiang,China,China,33,149318.775,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10216,Arang,Arang,India,India,7,66424.40319,Lower Middle,Central and Southern Asia,Medium,2010,2030,0
10217,Shangcheng,Shangcheng,China,China,13,54304.86609,Upper Middle,Eastern and South-Eastern Asia,High,1980,2030,0
10218,Lauiyah Nandangarh,-,India,India,16,68121.60092,Lower Middle,Central and Southern Asia,Medium,2020,2030,0
10219,Boli,Boli,China,China,17,70388.43184,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10220,Panruti,Panruti,India,India,19,118433.8929,Lower Middle,Central and Southern Asia,High,1990,2030,0
10221,Yangluo Subdistrict,Yangluo Subdistrict,China,China,38,113793.2046,Upper Middle,Eastern and South-Eastern Asia,High,2005,2030,0
10222,Pattukkottai,Pattukkottai,India,India,14,112434.3653,Lower Middle,Central and Southern Asia,High,1990,2030,0
10223,Beihai,Beihai; Yinhai; Haicheng,China,China,120,593711.3003,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10224,Vijayawada,Vijayawada,India,India,115,1240028.94,Lower Middle,Central and Southern Asia,High,1975,2030,0
10225,Huadian,Huadian,China,China,25,130717.0105,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10226,Lar,-,India,India,11,59381.86438,Lower Middle,Central and Southern Asia,Medium,2015,2030,0
10227,Chibi,Chibi,China,China,31,171579.2068,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10228,Mangalagiri,Mangalagiri,India,India,18,99641.2372,Lower Middle,Central and Southern Asia,High,1975,2030,0
10229,Changsha,Changsha; Yuelu; Kaifu; Changsha; Furong; Tianxin; Yuhua,China,China,423,3246971.247,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10230,Lauiyah Nandangarh,-,India,India,27,54166.33566,Lower Middle,Central and Southern Asia,Medium,2025,2030,0
10231,Qiyang,Qiyang,China,China,30,141685.7838,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10232,Bhore,Bhore,India,India,199,531927.7017,Lower Middle,Central and Southern Asia,High,1990,2030,0
10233,Lingling,Lingling,China,China,27,139586.5878,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10234,Tindivanam,Tindivanam,India,India,18,137732.9515,Lower Middle,Central and Southern Asia,High,1990,2030,0
10235,Lanling,Lanling,China,China,59,215497.3516,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10236,Rasra,Rasra,India,India,17,96089.05443,Lower Middle,Central and Southern Asia,High,1975,2030,0
10237,Suzhou,Suzhou; Yongqiao,China,China,96,956856.3187,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10238,Mohammadabad,Mohammadabad,India,India,19,112033.6934,Lower Middle,Central and Southern Asia,High,1975,2030,0
10239,Macheng,Macheng,China,China,44,136894.2794,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10240,Lauria Nandangarh,Lauria Nandangarh,India,India,38,128995.8185,Lower Middle,Central and Southern Asia,High,2005,2030,0
10241,Guiping,Guiping,China,China,52,407485.6316,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
10242,Bapatla,Bapatla,India,India,16,119020.5493,Lower Middle,Central and Southern Asia,High,1975,2030,0
10243,Zhaoyuan,Zhaoyuan,China,China,34,149781.9265,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
10244,Vadalur,Vadalur,India,India,40,262633.5735,Lower Middle,Central and Southern Asia,High,1975,2030,0
10245,Mengshan,Mengshan,China,China,8,55153.89641,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10246,Fatehpur,-,India,India,28,78441.94948,Lower Middle,Central and Southern Asia,High,2020,2030,0
10247,Pubei,Pubei,China,China,13,87033.12508,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10248,Sathupally,Sathupally,India,India,10,51346.0485,Lower Middle,Central and Southern Asia,High,2000,2030,0
10249,Xinzhou District,Xinzhou District,China,China,16,128392.3522,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10250,Kalitheerthalkuppam,Kalitheerthalkuppam; Thirubuvanai; Pallinaliyanur,India,India,16,65177.18415,Lower Middle,Central and Southern Asia,High,2015,2030,0
10251,Zhuanghe,Zhuanghe,China,China,54,132632.486,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10252,Mannargudi,Mannargudi,India,India,20,168807.1436,Lower Middle,Central and Southern Asia,High,1985,2030,0
10253,Pingdu,Pingdu,China,China,87,285945.9314,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
10254,Adirampattinam,Adirampattinam,India,India,5,51570.19783,Lower Middle,Central and Southern Asia,High,2010,2030,0
10255,Qidong,Qidong,China,China,21,179333.482,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10256,Narkatiaganj,Narkatiaganj,India,India,17,159423.1655,Lower Middle,Central and Southern Asia,High,1975,2030,0
10257,Yingshang,Yingshang,China,China,22,90277.84721,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10258,Ponnur,Ponnur,India,India,13,86122.88847,Lower Middle,Central and Southern Asia,High,1975,2030,0
10259,Xinxing,Xinxing,China,China,61,421506.976,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10260,Mohania,Mohania,India,India,19,113756.8502,Lower Middle,Central and Southern Asia,High,2005,2030,0
10261,Juxian,Juxian,China,China,54,192648.0596,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10262,Kattumannarkoil,Kattumannarkoil,India,India,14,97282.87239,Lower Middle,Central and Southern Asia,High,1995,2030,0
10263,Shepo,Shepo,China,China,22,81086.75857,Upper Middle,Eastern and South-Eastern Asia,High,2020,2030,0
10264,Tariasujan,Tariasujan,India,India,37,79349.03807,Lower Middle,Central and Southern Asia,High,2020,2030,0
10265,Xingye,Xingye,China,China,14,66449.78612,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10266,Tiruvallur,Tiruvallur,India,India,32,231244.9081,Lower Middle,Central and Southern Asia,High,1995,2030,0
10267,Yuhu,Yuhu,China,China,73,433590.4342,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
10268,Tenali,Tenali,India,India,24,219129.5752,Lower Middle,Central and Southern Asia,High,1975,2030,0
