ID_UC_G0,GC_UCN_MAI_2025,GC_UCN_LIS_2025,GC_CNT_GAD_2025,GC_CNT_UNN_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,GC_PLS_SCR_2025,GC_UCB_YOB_2025,GC_UCB_YOD_2025,GC_UCM_CAP
230,Guelmim,Guelmim,Morocco,Morocco,12,121103.2154,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
231,Lisbon,Lisbon; Amadora; Agualva-Cacém; Queluz; Odivelas; Loures; Alverca do Ribatejo; Póvoa de Santa Iria; Sacavém,Portugal,Portugal,426,1974573.68,High income,Europe,High,1975,2030,1
232,Man,Man,Côte d'Ivoire,Côte d'Ivoire,31,205655.7066,Lower Middle,Sub-Saharan Africa,High,1985,2030,0
233,Cork,Cork,Ireland,Ireland,52,137272.0917,High income,Europe,High,1975,2030,0
234,Banfora,Banfora,Burkina Faso,Burkina Faso,31,187824.0147,Low income,Sub-Saharan Africa,High,1995,2030,0
235,Belfast,Belfast,United Kingdom,United Kingdom,149,437125.4131,High income,Europe,High,1975,2030,0
236,Lorient,Lorient; Lanester,France,France,29,72374.07392,High income,Europe,High,1975,2030,0
237,Kato,Kato; Berekum,Ghana,Ghana,39,137807.4493,Lower Middle,Sub-Saharan Africa,High,1995,2030,0
238,Maghnia,Maghnia,Algeria,Algeria,13,112311.0039,Lower Middle,Northern Africa and Western Asia,High,1990,2030,0
239,Dapaong,Dapaong,Togo,Togo,32,215916.3371,Low income,Sub-Saharan Africa,High,1975,2030,0
240,Natitingou,Natitingou,Benin,Benin,16,66756.99089,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
241,Tillabéri,Tillabéri,Niger,Niger,11,80356.15878,Low income,Sub-Saharan Africa,High,1990,2030,0
242,Roeselare,Roeselare,Belgium,Belgium,26,50561.9207,High income,Europe,High,2020,2025,0
243,Meko,Meko,Nigeria,Nigeria,9,86917.24776,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
244,Rotterdam [The Hague],Rotterdam; The Hague; Zoetermeer; Delft,Netherlands,Netherlands,677,2173754.285,High income,Europe,High,1975,2030,0
245,Lagunen,Lagunen; Søreide,Norway,Norway,22,51870.92455,High income,Europe,High,2025,2030,0
246,Mönchengladbach,Mönchengladbach,Germany,Germany,75,225599.8294,High income,Europe,High,1975,2030,0
247,Lausanne,Lausanne,Switzerland,Switzerland,75,288887.6495,High income,Europe,High,1975,2030,0
248,Savona,Savona,Italy,Italy,25,65461.31904,High income,Europe,High,1975,2030,0
249,Aarhus,Aarhus,Denmark,Denmark,89,252649.2805,High income,Europe,High,1975,2030,0
250,Jendouba,Jendouba,Tunisia,Tunisia,15,59852.47027,Lower Middle,Northern Africa and Western Asia,High,1995,2030,0
251,Borås,Borås,Sweden,Sweden,14,50459.41512,High income,Europe,High,2025,2030,0
252,Innsbruck,Innsbruck,Austria,Austria,25,144226.3775,High income,Europe,High,1975,2030,0
253,Buea,Buea,Cameroon,Cameroon,34,189165.1939,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
255,Bata,Bata,Equatorial Guinea,Equatorial Guinea,88,789800.2459,Upper Middle,Sub-Saharan Africa,High,1995,2030,0
256,Ústí nad Labem,Ústí nad Labem,Czechia,Czechia,19,59096.5796,High income,Europe,High,1980,2030,0
257,Stargard,Stargard,Poland,Poland,14,59566.37509,High income,Europe,High,1975,2030,0
258,Tripoli,Tripoli,Libya,Libya,465,1248354.011,Upper Middle,Northern Africa and Western Asia,High,1975,2030,1
259,Moçâmedes,Moçâmedes,Angola,Angola,38,405248.6373,Lower Middle,Sub-Saharan Africa,High,1985,2030,0
260,Maribor,Maribor,Slovenia,Slovenia,22,80272.12593,High income,Europe,High,1975,2030,0
261,Zadar,Zadar,Croatia,Croatia,24,68048.00058,High income,Europe,High,1985,2030,0
262,Tshela,Tshela,Democratic Republic of the Congo,Democratic Republic of the Congo,13,133137.7321,Low income,Sub-Saharan Africa,High,1990,2030,0
263,Szombathely,Szombathely,Hungary,Hungary,16,56105.90584,High income,Europe,High,1975,2030,0
264,Sibiti,Sibiti,Republic of the Congo,Congo,8,60351.78908,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
265,Trnava,Trnava,Slovakia,Slovakia,15,56412.20562,High income,Europe,High,1975,2030,0
266,Swakopmund,Swakopmund,Namibia,Namibia,24,77246.78387,Upper Middle,Sub-Saharan Africa,High,2020,2030,0
267,Zenica,Zenica,Bosnia and Herzegovina,Bosnia and Herzegovina,16,65296.33387,Upper Middle,Europe,High,1975,2030,0
268,Pala,Pala,Chad,Chad,17,129935.2493,Low income,Sub-Saharan Africa,High,1975,2030,0
269,Oulu,Oulu,Finland,Finland,33,84384.04068,High income,Europe,High,1975,2030,0
270,Carnot,Carnot,Central African Republic,Central African Republic,8,90317.37297,Low income,Sub-Saharan Africa,High,1995,2030,0
271,Novi Sad,Novi Sad,Serbia,Serbia,59,286752.5482,Upper Middle,Europe,High,1975,2030,0
272,Podgorica,Podgorica,Montenegro,Montenegro,31,152731.3553,Upper Middle,Europe,High,1975,2030,1
273,Durrës,Durrës,Albania,Albania,32,131865.3928,Upper Middle,Europe,High,1985,2030,0
274,Masiphumelele,Masiphumelele,South Africa,South Africa,11,50831.16264,Upper Middle,Sub-Saharan Africa,High,2025,2030,0
275,Kaunas,Kaunas,Lithuania,Lithuania,84,236910.4903,High income,Europe,High,1975,2030,0
276,Timișoara,Timișoara,Romania,Romania,64,335524.6954,High income,Europe,High,1975,2030,0
277,Gjakova,Gjakova,Kosovo,Kosovo (under UNSC res. 1244),12,51450.14651,Upper Middle,Europe,High,1975,2025,0
278,Murmansk,Murmansk,Russia,Russian Federation,62,272711.5517,Upper Middle,Europe,High,1975,2030,0
279,Tetovo,Tetovo,North Macedonia,North Macedonia,16,71259.16002,Upper Middle,Europe,High,1980,2030,0
280,Brest,Brest,Belarus,Belarus,70,397637.2771,Upper Middle,Europe,High,1975,2030,0
281,Mukachevo,Mukachevo,Ukraine,Ukraine,21,70871.08815,Lower Middle,Europe,High,1975,2030,0
282,Tartu,Tartu,Estonia,Estonia,22,74087.18365,High income,Europe,High,1975,2030,0
283,Daugavpils,Daugavpils,Latvia,Latvia,16,51342.07978,High income,Europe,High,1975,2025,0
284,Patras,Patras,Greece,Greece,39,146127.6819,High income,Europe,High,1975,2030,0
285,Plovdiv,Plovdiv,Bulgaria,Bulgaria,49,331577.8798,Upper Middle,Europe,High,1975,2030,0
286,Khorbranga,Khorbranga,Sudan,Sudan,11,88476.15238,Low income,Northern Africa and Western Asia,High,1975,2030,0
287,Çanakkale,Çanakkale,Turkey,Turkey,25,128855.5764,Upper Middle,Northern Africa and Western Asia,High,2000,2030,0
288,Rybnitsa,Rybnitsa,Moldova,Republic of Moldova,15,68168.67131,Upper Middle,Europe,High,1995,2030,0
289,Molepolole,Molepolole,Botswana,Botswana,51,121562.1229,Upper Middle,Sub-Saharan Africa,High,1995,2030,0
290,Mwinilunga,Mwinilunga,Zambia,Zambia,12,52434.34108,Lower Middle,Sub-Saharan Africa,High,2010,2025,0
291,Alexandria,Alexandria,Egypt,Egypt,439,6931368.874,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
292,Yambio,Yambio,South Sudan,South Sudan,17,102732.5936,Low income,Sub-Saharan Africa,High,1980,2030,0
293,Mkoba,Mkoba,Zimbabwe,Zimbabwe,14,54654.32832,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
294,Limassol,Limassol,Cyprus,Cyprus,60,191160.9324,High income,Northern Africa and Western Asia,High,1975,2030,0
295,Bujumbura,Bujumbura,Burundi,Burundi,141,1403418.731,Low income,Sub-Saharan Africa,High,1975,2030,0
296,Musanze,Musanze,Rwanda,Rwanda,40,144218.4358,Low income,Sub-Saharan Africa,High,2000,2030,0
297,Kasulu,Kasulu,Tanzania,United Republic of Tanzania,27,189666.1017,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
298,Kasese,Kasese,Uganda,Uganda,19,100112.2989,Low income,Sub-Saharan Africa,High,2000,2030,0
299,Maputo,Maputo; Matola,Mozambique,Mozambique,570,3533370.361,Low income,Sub-Saharan Africa,High,1975,2030,1
300,Deir el-Balah,Deir el-Balah,Palestine,State of Palestine,43,311101.4554,Upper Middle,Northern Africa and Western Asia,High,1990,2030,0
301,Ashdod,Ashdod,Israel,Israel,48,282181.2758,High income,Northern Africa and Western Asia,High,1975,2030,0
302,Sidon,Sidon,Lebanon,Lebanon,32,207486.3497,Lower Middle,Northern Africa and Western Asia,High,1980,2030,0
303,Jablah,Jablah,Syria,Syrian Arab Republic,16,96180.44977,Low income,Northern Africa and Western Asia,High,1990,2030,0
304,Der Abi Saeed,Der Abi Saeed,Jordan,Jordan,14,80021.53109,Lower Middle,Northern Africa and Western Asia,High,2015,2030,0
305,Likuni,Likuni,Malawi,Malawi,22,160123.2554,Low income,Sub-Saharan Africa,High,2005,2030,0
306,Al Qurayyat,Al Qurayyat,Saudi Arabia,Saudi Arabia,27,112385.0599,High income,Northern Africa and Western Asia,High,2005,2030,0
307,Asosa,Asosa,Ethiopia,Ethiopia,18,136276.8328,Low income,Sub-Saharan Africa,High,1995,2030,0
308,Migori,Migori,Kenya,Kenya,18,77425.10812,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
309,Kutaisi,Kutaisi,Georgia,Georgia,22,132035.2132,Upper Middle,Northern Africa and Western Asia,High,1975,2030,0
310,Al Baaj,Al Baaj,Iraq,Iraq,7,113167.892,Upper Middle,Northern Africa and Western Asia,Low,2005,2030,0
311,Barentu,Barentu,Eritrea,Eritrea,13,101015.391,Low income,Sub-Saharan Africa,Medium,1995,2030,0
312,Yerevan,Yerevan,Armenia,Armenia,194,1027656.189,Upper Middle,Northern Africa and Western Asia,High,1975,2030,1
314,Zagatala,Zagatala,Azerbaijan,Azerbaijan,14,53127.87775,Upper Middle,Northern Africa and Western Asia,High,2010,2030,0
315,Atyrau,Atyrau,Kazakhstan,Kazakhstan,93,203399.7246,Upper Middle,Central and Southern Asia,High,1975,2030,0
316,-,-,Madagascar,Madagascar,1,74866.11962,Low income,Sub-Saharan Africa,Low,2020,2030,0
317,Az Zuhrah,Az Zuhrah,Yemen,Yemen,10,56296.94811,Low income,Northern Africa and Western Asia,Low,2025,2030,0
319,Tadjoura,Tadjoura,Djibouti,Djibouti,7,62279.23161,Lower Middle,Sub-Saharan Africa,Low,2010,2030,0
320,Fomboni,Fomboni,Comoros,Comoros,14,236188.257,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
321,Saad Al-Abdulla,Saad Al-Abdulla,Kuwait,Kuwait,19,70891.33386,High income,Northern Africa and Western Asia,High,2010,2030,0
322,Balkanabat,Balkanabat,Turkmenistan,Turkmenistan,18,85514.77664,Upper Middle,Central and Southern Asia,High,1995,2030,0
323,Ras Laffan,-,Qatar,Qatar,16,54599.90073,High income,Northern Africa and Western Asia,Medium,2015,2030,0
324,Khujayli,Khujayli,Uzbekistan,Uzbekistan,23,80591.33509,Lower Middle,Central and Southern Asia,High,1975,2030,0
325,Abu Dhabi,Abu Dhabi,United Arab Emirates,United Arab Emirates,107,508975.565,High income,Northern Africa and Western Asia,High,1980,2030,1
326,Dahariz park,Dahariz park,Oman,Oman,22,89024.21467,High income,Northern Africa and Western Asia,High,2015,2030,0
327,Le Tampon,Le Tampon,Réunion,Réunion,24,66485.94005,-,Sub-Saharan Africa,High,2010,2030,0
328,Ghurian,Ghurian,Afghanistan,Afghanistan,18,130960.3182,Low income,Central and Southern Asia,High,2010,2030,0
329,Шадобдеҳ,Шадобдеҳ; Сӯфӣ Ориф,Tajikistan,Tajikistan,6,75548.11707,Lower Middle,Central and Southern Asia,High,2005,2030,0
330,Turbat,Turbat,Pakistan,Pakistan,28,187003.3015,Lower Middle,Central and Southern Asia,High,1975,2030,0
331,Suzak,Suzak,Kyrgyzstan,Kyrgyzstan,12,57880.02331,Lower Middle,Central and Southern Asia,High,2010,2030,0
332,Artush,Artush,China,China,21,120960.6131,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
333,Dwarka,Dwarka,India,India,11,56911.98378,Lower Middle,Central and Southern Asia,High,2020,2030,0
334,Laksmipur,Laksmipur; Amraiya; Kalika Bajar,Nepal,Nepal,77,387185.2916,Lower Middle,Central and Southern Asia,Medium,2010,2030,0
335,Puttalam,Puttalam,Sri Lanka,Sri Lanka,18,56762.42861,Lower Middle,Central and Southern Asia,High,2015,2030,0
336,Panchagarh,Panchagarh,Bangladesh,Bangladesh,14,144238.4732,Lower Middle,Central and Southern Asia,High,1975,2030,0
337,Ulaanbaatar,Ulaanbaatar,Mongolia,Mongolia,235,1634096.557,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,1
338,Kalay,Kalay,Myanmar,Myanmar,30,185720.5413,Lower Middle,Eastern and South-Eastern Asia,High,1990,2030,0
339,Sigli,Sigli,Indonesia,Indonesia,22,69196.8551,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
340,Lamphun,Lamphun,Thailand,Thailand,34,80879.0977,Upper Middle,Eastern and South-Eastern Asia,High,2025,2030,0
341,Lào Cai,Lào Cai,Vietnam,Viet Nam,15,75157.5087,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
342,Vientiane,Vientiane,Laos,Lao People's Democratic Republic,76,166270.5857,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,1
343,Alor Setar,Alor Setar,Malaysia,Malaysia,70,248043.1278,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
344,Khum Pech Chenda,-,Cambodia,Cambodia,7,57967.44734,Lower Middle,Eastern and South-Eastern Asia,Medium,2025,2030,0
345,Sembawang,Sembawang; Yishun; Simpang; Mandai; Woodlands; Senoko,Singapore,Singapore,66,960307.9249,High income,Eastern and South-Eastern Asia,High,1975,2030,0
346,Rockingham,Rockingham,Australia,Australia,53,89000.57491,High income,Australia and New Zealand,High,2000,2030,0
347,락원1동,락원1동; 풍서2동; 풍서1동; 와이동; 석하1동; 석하2동; 락청동; 백토동; 련상2동; 련상1동; 류상2동; 류상1동; 락원2동,North Korea,Dem. People's Republic of Korea,13,101106.3152,Low income,Eastern and South-Eastern Asia,High,1995,2030,0
348,Seoul,Seoul; Incheon; Suwon; Goyang; Seongnam; Bucheon; Namyangju; Ansan-si; Anyang; Uijeongbu; Siheung; Gwangmyeong; Gunpo; Hanam; Osan; Guri; Uiwang; Gwacheon,South Korea,Republic of Korea,2282,22261691.61,High income,Eastern and South-Eastern Asia,High,1975,2030,1
349,Zhanghua City,Zhanghua City; Hemei Township; Lugang Township; Fuxing Township; Huatan Township; Xiushui Township; Xianxi Township,Taiwan,"China, Taiwan Province of China",134,437759.5352,High income,Eastern and South-Eastern Asia,High,1975,2030,0
350,Lambak,Lambak; Lambak Kanan,Brunei,Brunei Darussalam,30,69096.58322,High income,Eastern and South-Eastern Asia,High,2015,2030,0
351,Sapporo,Sapporo; Ebetsu,Japan,Japan,353,1931423.54,High income,Eastern and South-Eastern Asia,High,1975,2030,0
352,Vigan,Vigan,Philippines,Philippines,43,106313.5274,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
353,Christchurch,Christchurch,New Zealand,New Zealand,124,278356.3117,High income,Australia and New Zealand,High,1975,2030,0
354,Tari,Tari,Papua New Guinea,Papua New Guinea,17,70504.60599,Lower Middle,Oceania,Medium,2020,2030,0
355,Suva,Suva,Fiji,Fiji,77,242909.9953,Upper Middle,Oceania,High,1975,2030,1
356,Mililani,Mililani,United States,United States of America,17,51805.77418,High income,Northern America,High,2020,2030,0
357,Ensenada,Ensenada,México,Mexico,66,268062.5449,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
358,Vancouver,Vancouver; Surrey; Burnaby; Richmond; Coquitlam; Port Coquitlam; New Westminster; West Vancouver; Port Moody; North Vancouver,Canada,Canada,649,2198106.667,High income,Northern America,High,1975,2030,0
359,San Pedro Sacatepéquez [San Marcos],San Pedro Sacatepéquez; San Marcos,Guatemala,Guatemala,36,116335.4396,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
360,Chalchuapa,Chalchuapa,El Salvador,El Salvador,13,65024.15551,Upper Middle,Latin America and the Caribbean,High,1990,2030,0
361,Siguatepeque,Siguatepeque,Honduras,Honduras,16,77747.65139,Lower Middle,Latin America and the Caribbean,High,2010,2030,0
362,Managua,Managua,Nicaragua,Nicaragua,216,1436088.514,Lower Middle,Latin America and the Caribbean,High,1975,2030,1
363,San José,San José; Heredia; Alajuela,Costa Rica,Costa Rica,491,2272571.519,Upper Middle,Latin America and the Caribbean,High,1975,2030,1
364,Sullana,Sullana,Peru,Peru,25,208680.8576,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
365,Portoviejo,Portoviejo,Ecuador,Ecuador,46,227222.437,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
366,La Chorrera,La Chorrera,Panama,Panama,49,165453.6996,High income,Latin America and the Caribbean,High,1980,2030,0
367,Havana,Havana,Cuba,Cuba,321,1632771.662,Upper Middle,Latin America and the Caribbean,High,1975,2030,1
368,Ipiales,Ipiales,Colombia,Colombia,14,116592.1093,Upper Middle,Latin America and the Caribbean,High,1990,2030,0
369,May Pen,May Pen,Jamaica,Jamaica,24,74795.0087,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
370,Rubio,Rubio,Venezuela,Venezuela (Bolivarian Republic of),15,73233.63707,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
371,Petit-Goâve,Petit-Goâve,Haiti,Haiti,15,149312.8837,Lower Middle,Latin America and the Caribbean,High,2005,2030,0
372,Mao,Mao,Dominican Republic,Dominican Republic,10,69075.17364,Upper Middle,Latin America and the Caribbean,High,2010,2030,0
373,Antofagasta,Antofagasta,Chile,Chile,56,365402.108,High income,Latin America and the Caribbean,High,1975,2030,0
374,Riberalta,Riberalta,Bolivia,Bolivia (Plurinational State of),20,81222.80955,Lower Middle,Latin America and the Caribbean,High,1985,2030,0
375,Tefé,Tefé,Brazil,Brazil,13,57907.99535,Upper Middle,Latin America and the Caribbean,High,2020,2030,0
376,Caguas,Caguas,Puerto Rico,Puerto Rico,37,90278.18034,High income,Latin America and the Caribbean,High,1990,2030,0
377,San Salvador de Jujuy,San Salvador de Jujuy,Argentina,Argentina,57,278978.2479,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
378,Chaguanas,Chaguanas,Trinidad and Tobago,Trinidad and Tobago,50,131058.1254,High income,Latin America and the Caribbean,High,2000,2030,0
379,Pedro Juan Caballero,Pedro Juan Caballero,Paraguay,Paraguay,25,127053.1349,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
380,Tacuarembó,Tacuarembó,Uruguay,Uruguay,18,51238.08823,High income,Latin America and the Caribbean,High,2020,2030,0
381,Thiès,Thiès,Senegal,Senegal,52,483414.6727,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
382,Santa Cruz de Tenerife,Santa Cruz de Tenerife; San Cristóbal de La Laguna,Spain,Spain,59,364849.4155,High income,Europe,High,1975,2030,0
383,Gabu,Gabu,Guinea-Bissau,Guinea-Bissau,11,86490.69096,Low income,Sub-Saharan Africa,High,2010,2030,0
384,Basse Santa Su,Basse Santa Su,Gambia,Gambia,10,64316.98188,Low income,Sub-Saharan Africa,High,2010,2030,0
385,Sangarédi,Sangarédi,Guinea,Guinea,13,86486.31524,Lower Middle,Sub-Saharan Africa,High,2010,2030,0
386,Kaédi,Kaédi,Mauritania,Mauritania,10,61350.09904,Lower Middle,Sub-Saharan Africa,High,2020,2030,0
387,Kambia,Kambia,Sierra Leone,Sierra Leone,11,75701.58122,Low income,Sub-Saharan Africa,High,2010,2030,0
389,Harbel City,Harbel City,Liberia,Liberia,12,55323.05704,Low income,Sub-Saharan Africa,High,2015,2030,0
390,Tiznit,Tiznit,Morocco,Morocco,15,85084.6286,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
391,Bamako,Bamako,Mali,Mali,407,3960562.859,Low income,Sub-Saharan Africa,High,1975,2030,1
392,Almada,Almada,Portugal,Portugal,51,219476.9746,High income,Europe,High,1975,2030,0
393,Guiglo,Guiglo,Côte d'Ivoire,Côte d'Ivoire,13,82226.89637,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
394,Dublin,Dublin,Ireland,Ireland,301,1124519.535,High income,Europe,High,1975,2030,1
395,Bobo-Dioulasso,Bobo-Dioulasso,Burkina Faso,Burkina Faso,170,1297389.392,Low income,Sub-Saharan Africa,High,1975,2030,0
396,Bangor,Bangor,United Kingdom,United Kingdom,26,62100.89597,High income,Europe,High,2000,2030,0
397,Wa,Wa,Ghana,Ghana,32,81255.40457,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
398,Saint-Brieuc,Saint-Brieuc; Plérin,France,France,25,56275.81064,High income,Europe,High,1975,2030,0
399,Remchi,Remchi,Algeria,Algeria,9,51938.4646,Lower Middle,Northern Africa and Western Asia,High,2025,2030,0
400,Mango,Mango,Togo,Togo,8,56063.33,Low income,Sub-Saharan Africa,High,2005,2030,0
401,Djougou,Djougou,Benin,Benin,27,157892.5678,Lower Middle,Sub-Saharan Africa,High,1990,2030,0
402,Torodi,Torodi,Niger,Niger,8,65700.32105,Low income,Sub-Saharan Africa,Medium,2010,2030,0
403,Bruges,Bruges,Belgium,Belgium,27,67047.28449,High income,Europe,High,1975,2030,0
404,Oja Odan,Oja Odan,Nigeria,Nigeria,11,68007.37907,Lower Middle,Sub-Saharan Africa,High,2015,2030,0
405,Bergen op Zoom,Bergen op Zoom,Netherlands,Netherlands,30,59650.08572,High income,Europe,High,2000,2030,0
406,Stavanger,Stavanger; Sandnes,Norway,Norway,82,205533.3369,High income,Europe,High,1980,2030,0
407,Krefeld,Krefeld,Germany,Germany,73,219356.9998,High income,Europe,High,1975,2030,0
408,Neuchâtel,Neuchâtel,Switzerland,Switzerland,20,51771.99185,High income,Europe,High,2025,2030,0
409,Novara,Novara,Italy,Italy,19,92131.18989,High income,Europe,High,1975,2030,0
